review_id,user_id,book_id,review_text,rating,review_date
337,107,B015,Excellent and interesting read. I loved the story.,3.8,2025-08-23T23:00:00
338,107,B007,Confusing and disappointing in places.,4.0,2025-09-12T21:00:00
339,107,B013,Confusing and disappointing in places.,3.6,2026-06-18T10:00:00
340,107,B007,Excellent and interesting read. I loved the story.,3.0,2025-05-09T02:00:00
341,107,B007,Interesting but the pacing was slow.,2.3,2026-04-05T20:00:00
342,108,B011,Great book with helpful ideas and an enjoyable narrative.,4.2,2026-05-08T02:00:00
343,108,B013,Confusing and disappointing in places.,1.7,2025-02-09T03:00:00
344,110,B005,Excellent and interesting read. I loved the story.,3.6,2025-10-28T02:00:00
345,110,B002,Interesting but the pacing was slow.,3.9,2025-08-29T15:00:00
346,110,B004,Confusing and disappointing in places.,3.8,2025-10-14T22:00:00
347,111,B020,Excellent and interesting read. I loved the story.,3.5,2026-05-09T21:00:00
348,111,B008,Interesting but the pacing was slow.,3.0,2025-04-19T13:00:00
349,111,B020,Interesting but the pacing was slow.,5.0,2025-05-07T21:00:00
350,112,B005,Excellent and interesting read. I loved the story.,4.2,2026-04-12T04:00:00
351,112,B009,Excellent and interesting read. I loved the story.,1.7,2025-08-04T23:00:00
352,112,B019,Great book with helpful ideas and an enjoyable narrative.,3.2,2026-03-29T22:00:00
353,113,B003,Confusing and disappointing in places.,3.5,2025-11-06T22:00:00
354,113,B012,Excellent and interesting read. I loved the story.,4.4,2026-03-21T09:00:00
355,113,B020,Wonderful book. I enjoyed it and recommend it.,3.3,2025-07-09T12:00:00
356,114,B019,Excellent and interesting read. I loved the story.,5.0,2026-01-08T17:00:00
357,114,B019,Interesting but the pacing was slow.,2.5,2025-08-09T04:00:00
358,115,B006,Excellent and interesting read. I loved the story.,5.0,2025-04-11T12:00:00
359,115,B012,Wonderful book. I enjoyed it and recommend it.,3.7,2025-04-12T01:00:00
360,115,B001,Wonderful book. I enjoyed it and recommend it.,3.1,2026-06-10T22:00:00
361,115,B001,Interesting but the pacing was slow.,3.8,2025-08-23T09:00:00
362,115,B001,Excellent and interesting read. I loved the story.,3.8,2025-03-20T23:00:00
363,116,B019,Wonderful book. I enjoyed it and recommend it.,3.6,2025-04-26T10:00:00
364,116,B020,Wonderful book. I enjoyed it and recommend it.,4.1,2025-01-10T03:00:00
365,116,B013,Interesting but the pacing was slow.,4.5,2025-06-07T13:00:00
366,116,B011,Confusing and disappointing in places.,3.4,2025-07-06T17:00:00
367,116,B004,Great book with helpful ideas and an enjoyable narrative.,3.2,2026-03-26T05:00:00
368,118,B010,Excellent and interesting read. I loved the story.,3.4,2025-05-30T13:00:00
369,118,B010,Confusing and disappointing in places.,3.3,2026-01-25T13:00:00
370,118,B015,Excellent and interesting read. I loved the story.,3.6,2025-09-10T10:00:00
371,118,B012,Confusing and disappointing in places.,3.7,2025-02-23T21:00:00
372,118,B016,Excellent and interesting read. I loved the story.,3.9,2026-05-19T11:00:00
373,118,B005,Confusing and disappointing in places.,4.5,2026-01-16T07:00:00
374,119,B020,Interesting but the pacing was slow.,5.0,2025-03-11T15:00:00
375,120,B017,Excellent and interesting read. I loved the story.,4.8,2025-01-11T11:00:00
376,120,B006,Great book with helpful ideas and an enjoyable narrative.,4.0,2026-05-06T02:00:00
377,121,B006,Interesting but the pacing was slow.,3.5,2025-11-11T10:00:00
378,121,B018,Interesting but the pacing was slow.,3.4,2025-05-07T00:00:00
379,121,B014,Interesting but the pacing was slow.,2.6,2025-04-26T15:00:00
380,121,B016,Excellent and interesting read. I loved the story.,4.0,2026-01-01T02:00:00
381,121,B006,Confusing and disappointing in places.,3.5,2025-10-13T04:00:00
382,122,B010,Excellent and interesting read. I loved the story.,4.0,2025-08-13T22:00:00
383,122,B007,Great book with helpful ideas and an enjoyable narrative.,4.4,2025-09-06T06:00:00
384,122,B010,Excellent and interesting read. I loved the story.,3.9,2025-06-11T00:00:00
385,123,B007,Wonderful book. I enjoyed it and recommend it.,2.1,2026-02-15T19:00:00
386,123,B020,Confusing and disappointing in places.,3.9,2026-05-31T03:00:00
387,123,B014,Great book with helpful ideas and an enjoyable narrative.,3.0,2026-05-04T18:00:00
388,124,B017,Interesting but the pacing was slow.,3.5,2025-03-31T15:00:00
389,125,B001,Interesting but the pacing was slow.,5.0,2025-04-21T12:00:00
390,125,B016,Confusing and disappointing in places.,4.0,2025-03-08T10:00:00
391,125,B006,Excellent and interesting read. I loved the story.,3.6,2026-03-10T08:00:00
392,125,B002,Great book with helpful ideas and an enjoyable narrative.,4.1,2026-04-06T20:00:00
393,126,B007,Confusing and disappointing in places.,4.0,2025-11-11T16:00:00
394,127,B019,Excellent and interesting read. I loved the story.,3.5,2026-03-01T21:00:00
395,127,B010,Confusing and disappointing in places.,4.5,2025-11-22T10:00:00
396,127,B007,Excellent and interesting read. I loved the story.,3.7,2025-06-12T10:00:00
397,128,B003,Wonderful book. I enjoyed it and recommend it.,1.7,2026-05-11T19:00:00
398,128,B015,Interesting but the pacing was slow.,3.3,2026-06-15T16:00:00
399,128,B003,Great book with helpful ideas and an enjoyable narrative.,4.2,2025-04-28T06:00:00
400,129,B019,Interesting but the pacing was slow.,3.7,2026-01-16T04:00:00
401,129,B004,Excellent and interesting read. I loved the story.,4.0,2026-03-22T10:00:00
402,129,B013,Wonderful book. I enjoyed it and recommend it.,5.0,2025-01-05T14:00:00
403,130,B001,Great book with helpful ideas and an enjoyable narrative.,2.8,2025-05-05T11:00:00
404,130,B016,Excellent and interesting read. I loved the story.,3.8,2025-02-23T08:00:00
405,130,B007,Interesting but the pacing was slow.,2.8,2025-06-24T04:00:00
406,130,B010,Excellent and interesting read. I loved the story.,3.9,2025-07-30T22:00:00
407,130,B013,Excellent and interesting read. I loved the story.,3.2,2025-08-10T14:00:00
408,131,B019,Excellent and interesting read. I loved the story.,3.0,2025-09-04T00:00:00
409,131,B013,Interesting but the pacing was slow.,3.6,2026-03-09T06:00:00
410,131,B011,Wonderful book. I enjoyed it and recommend it.,2.9,2025-09-02T02:00:00
411,131,B014,Interesting but the pacing was slow.,5.0,2025-09-02T05:00:00
412,132,B002,Confusing and disappointing in places.,4.8,2026-05-11T03:00:00
413,132,B011,Confusing and disappointing in places.,4.3,2026-03-18T11:00:00
414,133,B007,Interesting but the pacing was slow.,3.6,2025-02-11T06:00:00
415,133,B020,Great book with helpful ideas and an enjoyable narrative.,3.8,2025-01-06T13:00:00
416,133,B013,Great book with helpful ideas and an enjoyable narrative.,3.8,2025-06-08T02:00:00
417,133,B004,Confusing and disappointing in places.,3.4,2025-02-02T15:00:00
418,133,B020,Interesting but the pacing was slow.,4.0,2026-03-09T12:00:00
419,133,B008,Wonderful book. I enjoyed it and recommend it.,3.7,2026-03-03T17:00:00
420,133,B007,Wonderful book. I enjoyed it and recommend it.,4.0,2026-04-18T17:00:00
421,134,B001,Interesting but the pacing was slow.,3.8,2026-06-15T14:00:00
422,134,B003,Wonderful book. I enjoyed it and recommend it.,4.4,2026-05-09T22:00:00
423,134,B009,Excellent and interesting read. I loved the story.,4.2,2025-01-07T15:00:00
424,134,B015,Excellent and interesting read. I loved the story.,3.8,2025-01-01T04:00:00
425,134,B004,Great book with helpful ideas and an enjoyable narrative.,3.5,2025-05-07T13:00:00
426,135,B001,Wonderful book. I enjoyed it and recommend it.,3.6,2026-01-21T15:00:00
427,135,B006,Excellent and interesting read. I loved the story.,4.2,2025-02-16T00:00:00
428,135,B001,Great book with helpful ideas and an enjoyable narrative.,3.2,2025-08-26T23:00:00
429,135,B013,Interesting but the pacing was slow.,3.5,2026-01-29T13:00:00
430,135,B014,Interesting but the pacing was slow.,5.0,2025-04-28T01:00:00
431,136,B013,Great book with helpful ideas and an enjoyable narrative.,4.1,2025-03-15T10:00:00
432,136,B005,Interesting but the pacing was slow.,1.7,2025-05-01T15:00:00
433,136,B004,Great book with helpful ideas and an enjoyable narrative.,4.5,2025-09-15T12:00:00
434,136,B018,Excellent and interesting read. I loved the story.,3.3,2026-03-18T15:00:00
435,137,B012,Wonderful book. I enjoyed it and recommend it.,3.8,2025-08-26T02:00:00
436,137,B012,Excellent and interesting read. I loved the story.,3.9,2025-02-16T00:00:00
437,138,B018,Great book with helpful ideas and an enjoyable narrative.,4.4,2026-01-27T12:00:00
438,138,B015,Interesting but the pacing was slow.,3.9,2026-03-18T17:00:00
439,138,B015,Confusing and disappointing in places.,4.7,2025-10-22T17:00:00
440,138,B015,Excellent and interesting read. I loved the story.,2.6,2026-04-24T23:00:00
441,138,B002,Great book with helpful ideas and an enjoyable narrative.,3.1,2025-10-15T21:00:00
442,138,B007,Interesting but the pacing was slow.,4.4,2025-10-30T10:00:00
443,138,B019,Excellent and interesting read. I loved the story.,2.8,2025-07-03T14:00:00
444,138,B015,Wonderful book. I enjoyed it and recommend it.,4.7,2026-02-23T01:00:00
445,139,B008,Interesting but the pacing was slow.,3.2,2025-02-12T17:00:00
446,139,B018,Excellent and interesting read. I loved the story.,2.1,2025-12-25T03:00:00
447,140,B005,Great book with helpful ideas and an enjoyable narrative.,3.1,2025-08-24T14:00:00
448,140,B006,Confusing and disappointing in places.,4.4,2025-09-24T09:00:00
449,140,B004,Excellent and interesting read. I loved the story.,2.1,2025-07-22T05:00:00
450,140,B007,Wonderful book. I enjoyed it and recommend it.,3.5,2025-01-25T22:00:00
451,140,B004,Excellent and interesting read. I loved the story.,3.2,2025-12-11T18:00:00
452,141,B008,Interesting but the pacing was slow.,3.5,2025-08-04T13:00:00
453,141,B007,Great book with helpful ideas and an enjoyable narrative.,3.5,2025-04-19T07:00:00
454,142,B010,Great book with helpful ideas and an enjoyable narrative.,3.7,2025-08-14T21:00:00
455,142,B015,Interesting but the pacing was slow.,2.6,2026-05-11T16:00:00
456,143,B012,Interesting but the pacing was slow.,3.0,2026-05-16T19:00:00
457,143,B009,Excellent and interesting read. I loved the story.,2.6,2025-12-04T04:00:00
458,144,B006,Wonderful book. I enjoyed it and recommend it.,2.8,2025-03-20T02:00:00
459,145,B008,Confusing and disappointing in places.,3.5,2025-01-14T05:00:00
460,145,B016,Confusing and disappointing in places.,4.0,2025-05-19T05:00:00
461,146,B003,Confusing and disappointing in places.,2.4,2025-01-01T10:00:00
462,146,B003,Wonderful book. I enjoyed it and recommend it.,4.3,2026-04-23T21:00:00
463,146,B016,Interesting but the pacing was slow.,4.7,2025-07-15T12:00:00
464,147,B011,Excellent and interesting read. I loved the story.,4.3,2026-04-11T15:00:00
465,147,B018,Excellent and interesting read. I loved the story.,2.0,2025-05-15T02:00:00
466,147,B010,Interesting but the pacing was slow.,3.9,2025-07-18T20:00:00
467,147,B007,Wonderful book. I enjoyed it and recommend it.,4.8,2025-01-15T21:00:00
468,147,B013,Excellent and interesting read. I loved the story.,4.1,2025-10-10T19:00:00
469,147,B009,Confusing and disappointing in places.,3.4,2025-11-15T08:00:00
470,147,B020,Excellent and interesting read. I loved the story.,4.3,2025-03-30T18:00:00
471,147,B007,Interesting but the pacing was slow.,3.8,2025-01-21T05:00:00
472,148,B014,Great book with helpful ideas and an enjoyable narrative.,4.1,2025-10-23T06:00:00
473,150,B008,Great book with helpful ideas and an enjoyable narrative.,3.7,2025-01-28T07:00:00
474,150,B017,Great book with helpful ideas and an enjoyable narrative.,2.5,2026-02-12T02:00:00
475,150,B004,Confusing and disappointing in places.,3.7,2026-05-08T01:00:00
476,151,B010,Excellent and interesting read. I loved the story.,2.9,2025-02-07T17:00:00
477,151,B010,Excellent and interesting read. I loved the story.,2.8,2025-02-11T02:00:00
478,151,B018,Interesting but the pacing was slow.,5.0,2026-01-27T16:00:00
479,152,B017,Confusing and disappointing in places.,4.1,2025-02-20T11:00:00
480,152,B007,Wonderful book. I enjoyed it and recommend it.,2.0,2025-10-09T23:00:00
481,152,B005,Great book with helpful ideas and an enjoyable narrative.,4.6,2025-05-13T08:00:00
482,152,B005,Great book with helpful ideas and an enjoyable narrative.,3.1,2026-04-01T04:00:00
483,153,B020,Confusing and disappointing in places.,3.4,2025-11-22T16:00:00
484,153,B002,Great book with helpful ideas and an enjoyable narrative.,3.9,2026-05-22T14:00:00
485,153,B011,Confusing and disappointing in places.,2.6,2026-02-23T00:00:00
486,153,B004,Great book with helpful ideas and an enjoyable narrative.,3.4,2025-07-17T05:00:00
487,153,B012,Confusing and disappointing in places.,4.6,2025-11-27T04:00:00
488,154,B017,Excellent and interesting read. I loved the story.,3.8,2025-05-26T07:00:00
489,155,B008,Wonderful book. I enjoyed it and recommend it.,3.9,2025-06-08T23:00:00
490,155,B004,Great book with helpful ideas and an enjoyable narrative.,2.4,2025-10-27T12:00:00
491,156,B009,Great book with helpful ideas and an enjoyable narrative.,4.3,2025-03-23T01:00:00
492,156,B018,Great book with helpful ideas and an enjoyable narrative.,3.5,2025-02-11T19:00:00
493,156,B016,Great book with helpful ideas and an enjoyable narrative.,3.1,2025-03-07T04:00:00
494,156,B014,Great book with helpful ideas and an enjoyable narrative.,3.8,2025-03-16T06:00:00
495,157,B020,Confusing and disappointing in places.,4.8,2026-06-06T15:00:00
496,158,B012,Confusing and disappointing in places.,3.7,2026-02-23T11:00:00
497,158,B010,Interesting but the pacing was slow.,5.0,2025-10-08T00:00:00
498,158,B007,Great book with helpful ideas and an enjoyable narrative.,3.2,2025-11-30T17:00:00
499,158,B007,Great book with helpful ideas and an enjoyable narrative.,3.5,2026-05-31T14:00:00
500,158,B008,Excellent and interesting read. I loved the story.,2.7,2026-05-14T07:00:00
501,158,B002,Excellent and interesting read. I loved the story.,2.0,2025-09-19T19:00:00
502,159,B011,Excellent and interesting read. I loved the story.,2.8,2026-04-25T19:00:00
503,159,B020,Confusing and disappointing in places.,4.5,2025-01-22T12:00:00
504,159,B014,Great book with helpful ideas and an enjoyable narrative.,3.1,2025-01-20T00:00:00
505,159,B012,Great book with helpful ideas and an enjoyable narrative.,2.8,2025-12-30T22:00:00
506,159,B018,Great book with helpful ideas and an enjoyable narrative.,3.9,2025-11-19T07:00:00
507,159,B014,Confusing and disappointing in places.,2.6,2026-06-13T03:00:00
508,160,B006,Confusing and disappointing in places.,4.0,2025-11-04T07:00:00
509,160,B006,Excellent and interesting read. I loved the story.,3.8,2025-11-28T01:00:00
510,160,B009,Great book with helpful ideas and an enjoyable narrative.,1.7,2025-07-05T11:00:00
511,160,B006,Confusing and disappointing in places.,4.2,2026-04-27T01:00:00
512,160,B006,Excellent and interesting read. I loved the story.,4.9,2025-02-17T17:00:00
513,160,B019,Confusing and disappointing in places.,2.9,2025-12-24T07:00:00
514,160,B006,Confusing and disappointing in places.,2.7,2025-05-18T19:00:00
515,160,B001,Wonderful book. I enjoyed it and recommend it.,5.0,2025-04-09T15:00:00
516,161,B014,Excellent and interesting read. I loved the story.,3.2,2025-02-19T06:00:00
517,162,B014,Great book with helpful ideas and an enjoyable narrative.,3.6,2026-06-01T05:00:00
518,162,B007,Interesting but the pacing was slow.,3.7,2025-05-20T23:00:00
519,162,B004,Confusing and disappointing in places.,5.0,2025-03-10T01:00:00
520,162,B007,Interesting but the pacing was slow.,4.1,2026-02-05T18:00:00
521,162,B016,Great book with helpful ideas and an enjoyable narrative.,4.8,2025-05-24T12:00:00
522,163,B015,Wonderful book. I enjoyed it and recommend it.,3.4,2026-05-14T09:00:00
523,163,B005,Confusing and disappointing in places.,3.9,2025-03-27T00:00:00
524,163,B012,Confusing and disappointing in places.,4.1,2025-08-15T18:00:00
525,163,B018,Excellent and interesting read. I loved the story.,4.3,2026-01-20T19:00:00
526,163,B014,Confusing and disappointing in places.,5.0,2026-03-08T12:00:00
527,163,B002,Confusing and disappointing in places.,3.9,2026-04-17T18:00:00
528,163,B020,Great book with helpful ideas and an enjoyable narrative.,4.4,2026-03-19T21:00:00
529,163,B018,Confusing and disappointing in places.,4.5,2025-01-25T20:00:00
530,163,B020,Confusing and disappointing in places.,4.7,2025-12-19T11:00:00
531,164,B006,Excellent and interesting read. I loved the story.,3.2,2025-08-22T10:00:00
532,164,B009,Great book with helpful ideas and an enjoyable narrative.,5.0,2025-10-28T19:00:00
533,165,B004,Wonderful book. I enjoyed it and recommend it.,3.3,2025-09-10T17:00:00
534,165,B017,Great book with helpful ideas and an enjoyable narrative.,3.7,2026-03-25T15:00:00
535,165,B016,Interesting but the pacing was slow.,4.7,2026-05-04T22:00:00
536,165,B019,Wonderful book. I enjoyed it and recommend it.,3.3,2025-11-08T10:00:00
537,165,B016,Interesting but the pacing was slow.,4.6,2025-11-19T00:00:00
538,166,B003,Interesting but the pacing was slow.,5.0,2026-02-01T13:00:00
539,166,B003,Confusing and disappointing in places.,4.0,2025-04-08T05:00:00
540,166,B015,Wonderful book. I enjoyed it and recommend it.,3.1,2026-01-19T02:00:00
541,166,B003,Great book with helpful ideas and an enjoyable narrative.,3.8,2026-05-26T05:00:00
542,166,B012,Excellent and interesting read. I loved the story.,2.9,2025-07-01T16:00:00
543,166,B008,Great book with helpful ideas and an enjoyable narrative.,3.6,2025-05-04T09:00:00
544,166,B010,Confusing and disappointing in places.,5.0,2025-03-09T10:00:00
545,167,B014,Excellent and interesting read. I loved the story.,2.6,2025-02-26T16:00:00
546,168,B017,Confusing and disappointing in places.,3.2,2025-08-17T02:00:00
547,168,B015,Excellent and interesting read. I loved the story.,3.6,2025-10-19T17:00:00
548,168,B018,Excellent and interesting read. I loved the story.,3.7,2025-04-22T03:00:00
549,169,B013,Great book with helpful ideas and an enjoyable narrative.,4.3,2025-06-06T09:00:00
550,169,B009,Confusing and disappointing in places.,2.1,2025-12-10T21:00:00
551,169,B013,Excellent and interesting read. I loved the story.,4.0,2025-06-14T04:00:00
552,169,B013,Wonderful book. I enjoyed it and recommend it.,5.0,2025-05-03T07:00:00
553,170,B007,Confusing and disappointing in places.,2.3,2025-01-22T13:00:00
554,170,B011,Wonderful book. I enjoyed it and recommend it.,4.5,2025-12-12T10:00:00
555,170,B011,Confusing and disappointing in places.,4.1,2025-11-11T06:00:00
556,170,B019,Wonderful book. I enjoyed it and recommend it.,3.9,2025-11-04T19:00:00
557,170,B004,Confusing and disappointing in places.,3.9,2025-06-10T21:00:00
558,170,B009,Interesting but the pacing was slow.,3.7,2025-06-09T20:00:00
559,170,B004,Confusing and disappointing in places.,3.3,2026-04-25T07:00:00
560,170,B005,Excellent and interesting read. I loved the story.,3.0,2025-02-06T21:00:00
561,171,B002,Wonderful book. I enjoyed it and recommend it.,4.8,2025-12-13T22:00:00
562,171,B018,Excellent and interesting read. I loved the story.,5.0,2025-10-15T22:00:00
563,171,B020,Confusing and disappointing in places.,4.1,2025-05-31T14:00:00
564,171,B002,Excellent and interesting read. I loved the story.,3.8,2026-01-07T14:00:00
565,172,B018,Interesting but the pacing was slow.,3.6,2025-06-23T11:00:00
566,172,B020,Great book with helpful ideas and an enjoyable narrative.,3.9,2026-06-17T00:00:00
567,172,B004,Wonderful book. I enjoyed it and recommend it.,2.6,2025-03-24T10:00:00
568,172,B020,Interesting but the pacing was slow.,4.2,2026-03-11T13:00:00
569,172,B005,Wonderful book. I enjoyed it and recommend it.,3.3,2025-04-20T07:00:00
570,173,B015,Great book with helpful ideas and an enjoyable narrative.,2.2,2025-12-05T21:00:00
571,173,B017,Excellent and interesting read. I loved the story.,2.3,2025-07-24T23:00:00
572,173,B001,Excellent and interesting read. I loved the story.,2.9,2025-01-04T13:00:00
573,173,B004,Interesting but the pacing was slow.,3.7,2025-07-13T22:00:00
574,174,B002,Interesting but the pacing was slow.,2.3,2025-07-14T07:00:00
575,174,B002,Excellent and interesting read. I loved the story.,4.2,2025-06-26T04:00:00
576,174,B018,Excellent and interesting read. I loved the story.,3.2,2025-06-13T15:00:00
577,175,B001,Great book with helpful ideas and an enjoyable narrative.,4.5,2025-08-23T22:00:00
578,175,B003,Confusing and disappointing in places.,3.5,2025-03-25T16:00:00
579,176,B002,Interesting but the pacing was slow.,3.6,2025-05-12T10:00:00
580,176,B004,Excellent and interesting read. I loved the story.,4.8,2025-02-27T23:00:00
581,176,B005,Great book with helpful ideas and an enjoyable narrative.,2.8,2025-09-25T07:00:00
582,177,B002,Excellent and interesting read. I loved the story.,4.5,2025-10-20T14:00:00
583,177,B009,Great book with helpful ideas and an enjoyable narrative.,2.7,2025-09-16T06:00:00
584,177,B020,Confusing and disappointing in places.,4.3,2026-04-14T12:00:00
585,177,B002,Interesting but the pacing was slow.,4.6,2025-01-01T09:00:00
586,178,B018,Interesting but the pacing was slow.,2.5,2026-05-06T06:00:00
587,179,B002,Confusing and disappointing in places.,4.9,2026-02-22T22:00:00
588,179,B001,Excellent and interesting read. I loved the story.,2.5,2025-06-09T22:00:00
589,179,B005,Great book with helpful ideas and an enjoyable narrative.,3.1,2025-07-15T00:00:00
590,179,B016,Excellent and interesting read. I loved the story.,2.6,2026-05-15T02:00:00
591,179,B011,Confusing and disappointing in places.,2.6,2026-04-11T12:00:00
592,179,B014,Confusing and disappointing in places.,4.0,2025-02-05T10:00:00
593,180,B001,Wonderful book. I enjoyed it and recommend it.,4.8,2026-02-02T17:00:00
594,180,B016,Confusing and disappointing in places.,3.4,2025-06-08T02:00:00
595,180,B018,Wonderful book. I enjoyed it and recommend it.,4.1,2025-06-30T12:00:00
596,180,B007,Wonderful book. I enjoyed it and recommend it.,3.8,2025-01-25T14:00:00
597,181,B002,Great book with helpful ideas and an enjoyable narrative.,3.4,2025-07-09T18:00:00
598,181,B018,Interesting but the pacing was slow.,4.9,2026-01-16T01:00:00
599,181,B012,Great book with helpful ideas and an enjoyable narrative.,3.1,2025-01-10T09:00:00
600,181,B009,Great book with helpful ideas and an enjoyable narrative.,3.8,2025-08-08T03:00:00
601,181,B006,Wonderful book. I enjoyed it and recommend it.,2.8,2026-06-07T04:00:00
602,182,B010,Excellent and interesting read. I loved the story.,4.1,2025-03-28T22:00:00
603,184,B006,Confusing and disappointing in places.,5.0,2026-01-25T00:00:00
604,185,B006,Wonderful book. I enjoyed it and recommend it.,3.5,2025-08-23T02:00:00
605,185,B011,Excellent and interesting read. I loved the story.,3.8,2025-08-30T00:00:00
606,186,B004,Confusing and disappointing in places.,3.9,2026-02-19T08:00:00
607,186,B016,Excellent and interesting read. I loved the story.,3.9,2025-11-03T11:00:00
608,187,B019,Interesting but the pacing was slow.,3.9,2026-06-09T17:00:00
609,187,B017,Excellent and interesting read. I loved the story.,3.1,2025-07-18T09:00:00
610,187,B007,Confusing and disappointing in places.,4.6,2025-01-26T16:00:00
611,187,B009,Wonderful book. I enjoyed it and recommend it.,4.5,2026-05-15T13:00:00
612,187,B013,Confusing and disappointing in places.,3.3,2026-06-03T02:00:00
613,187,B012,Confusing and disappointing in places.,3.7,2025-10-01T04:00:00
614,188,B014,Confusing and disappointing in places.,3.5,2025-08-13T14:00:00
615,188,B007,Excellent and interesting read. I loved the story.,3.5,2026-06-17T21:00:00
616,189,B004,Confusing and disappointing in places.,3.9,2025-02-28T13:00:00
617,189,B018,Great book with helpful ideas and an enjoyable narrative.,3.1,2025-02-01T10:00:00
618,189,B008,Confusing and disappointing in places.,2.7,2025-03-26T03:00:00
619,189,B012,Interesting but the pacing was slow.,3.1,2025-06-05T01:00:00
620,189,B004,Interesting but the pacing was slow.,4.9,2026-01-01T21:00:00
621,190,B019,Interesting but the pacing was slow.,3.5,2026-02-15T13:00:00
622,190,B018,Confusing and disappointing in places.,3.9,2025-02-07T02:00:00
623,190,B017,Interesting but the pacing was slow.,4.4,2026-02-05T06:00:00
624,191,B014,Wonderful book. I enjoyed it and recommend it.,3.6,2026-05-14T10:00:00
625,191,B018,Wonderful book. I enjoyed it and recommend it.,3.8,2025-12-18T19:00:00
626,191,B020,Interesting but the pacing was slow.,4.7,2025-08-25T10:00:00
627,191,B018,Confusing and disappointing in places.,3.5,2025-09-18T12:00:00
628,192,B016,Confusing and disappointing in places.,2.5,2025-12-03T05:00:00
629,192,B016,Interesting but the pacing was slow.,3.0,2025-01-22T03:00:00
630,192,B010,Great book with helpful ideas and an enjoyable narrative.,2.8,2025-09-21T13:00:00
631,193,B010,Excellent and interesting read. I loved the story.,2.7,2026-04-14T12:00:00
632,193,B005,Interesting but the pacing was slow.,3.3,2025-02-07T14:00:00
633,193,B019,Interesting but the pacing was slow.,2.7,2025-12-13T13:00:00
634,193,B012,Interesting but the pacing was slow.,4.8,2025-12-15T03:00:00
635,194,B007,Excellent and interesting read. I loved the story.,4.2,2025-12-08T08:00:00
636,194,B005,Interesting but the pacing was slow.,4.7,2025-01-05T03:00:00
637,194,B003,Wonderful book. I enjoyed it and recommend it.,4.7,2026-06-06T07:00:00
638,195,B006,Interesting but the pacing was slow.,4.4,2025-05-31T23:00:00
639,195,B006,Excellent and interesting read. I loved the story.,5.0,2025-09-16T00:00:00
640,195,B003,Interesting but the pacing was slow.,3.1,2026-04-15T16:00:00
641,196,B013,Excellent and interesting read. I loved the story.,4.6,2025-07-07T20:00:00
642,196,B013,Interesting but the pacing was slow.,3.8,2025-12-16T00:00:00
643,196,B012,Confusing and disappointing in places.,3.6,2025-07-24T20:00:00
644,196,B004,Excellent and interesting read. I loved the story.,3.9,2025-01-17T22:00:00
645,197,B020,Confusing and disappointing in places.,4.2,2025-01-07T15:00:00
646,197,B004,Excellent and interesting read. I loved the story.,3.5,2026-04-09T17:00:00
647,197,B010,Great book with helpful ideas and an enjoyable narrative.,3.2,2025-08-28T23:00:00
648,198,B015,Wonderful book. I enjoyed it and recommend it.,4.7,2026-03-22T07:00:00
649,198,B010,Great book with helpful ideas and an enjoyable narrative.,4.0,2026-04-22T02:00:00
650,198,B015,Great book with helpful ideas and an enjoyable narrative.,4.6,2025-04-26T17:00:00
651,199,B020,Excellent and interesting read. I loved the story.,3.2,2025-07-30T04:00:00
652,199,B018,Wonderful book. I enjoyed it and recommend it.,3.0,2026-06-15T04:00:00
653,199,B019,Wonderful book. I enjoyed it and recommend it.,2.9,2025-01-25T23:00:00
654,199,B006,Interesting but the pacing was slow.,3.7,2026-05-04T09:00:00
655,199,B018,Wonderful book. I enjoyed it and recommend it.,4.0,2026-04-26T01:00:00
656,199,B014,Wonderful book. I enjoyed it and recommend it.,4.7,2026-01-22T11:00:00
657,201,B008,Interesting but the pacing was slow.,3.0,2025-02-11T12:00:00
658,201,B014,Wonderful book. I enjoyed it and recommend it.,2.9,2025-10-10T10:00:00
659,201,B009,Excellent and interesting read. I loved the story.,2.6,2025-03-05T21:00:00
660,201,B006,Interesting but the pacing was slow.,2.7,2025-10-26T07:00:00
661,202,B013,Excellent and interesting read. I loved the story.,3.2,2026-06-22T00:00:00
662,202,B007,Great book with helpful ideas and an enjoyable narrative.,4.1,2025-01-31T18:00:00
663,203,B014,Great book with helpful ideas and an enjoyable narrative.,4.5,2025-02-17T16:00:00
664,203,B014,Great book with helpful ideas and an enjoyable narrative.,3.6,2026-04-12T02:00:00
665,204,B012,Wonderful book. I enjoyed it and recommend it.,2.7,2026-01-10T18:00:00
666,204,B003,Great book with helpful ideas and an enjoyable narrative.,3.3,2025-07-19T05:00:00
667,204,B009,Wonderful book. I enjoyed it and recommend it.,4.2,2025-02-26T13:00:00
668,204,B001,Great book with helpful ideas and an enjoyable narrative.,4.4,2026-03-04T00:00:00
669,205,B010,Wonderful book. I enjoyed it and recommend it.,3.6,2025-06-18T15:00:00
670,205,B011,Excellent and interesting read. I loved the story.,2.8,2026-03-21T19:00:00
671,205,B006,Great book with helpful ideas and an enjoyable narrative.,3.4,2025-04-30T12:00:00
672,205,B018,Wonderful book. I enjoyed it and recommend it.,3.4,2025-02-27T19:00:00
673,205,B016,Interesting but the pacing was slow.,3.3,2025-05-28T01:00:00
674,206,B003,Great book with helpful ideas and an enjoyable narrative.,5.0,2025-09-27T00:00:00
675,206,B007,Interesting but the pacing was slow.,3.4,2025-11-18T11:00:00
